,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
4921513I03Rik,0.405408466,-1.71803265,0.015,0.006,1
Gng10,0.405515064,0.776392198,0.057,0.075,1
Gm48512,0.405539769,-0.825050177,0.055,0.053,1
Kcnh3,0.40560603,0.554579236,0.132,0.139,1
Mrpl22,0.40573075,0.391608391,0.087,0.08,1
Ccny,0.405732773,-0.169129404,0.169,0.136,1
Muc1,0.405741857,0.116540526,0.295,0.28,1
Rpl7l1,0.405773987,-0.155041605,0.154,0.125,1
Nt5dc2,0.405781088,0.749538944,0.005,0.014,1
Mndal,0.405831637,2.091217804,0.005,0.014,1
Cxcl15,0.40585729,0.264412919,0.077,0.064,1
6530401F13Rik,0.405857921,-0.293911386,0.022,0.011,1
Lhfpl4,0.405910225,-0.927833086,0.035,0.019,1
Trub2,0.406023341,0.289564269,0.05,0.039,1
Trdc,0.406105711,-1.861848979,0.022,0.011,1
Pnrc2,0.406157818,-0.515765375,0.112,0.083,1
Adra2a,0.406209178,-0.446511971,0.015,0.006,1
Med23,0.406237969,-0.372424914,0.045,0.028,1
Far2os1,0.406314609,0.889459818,0.012,0.006,1
ENSMUSG00000130185,0.406399865,-2.446962214,0.01,0.003,1
Gm46633,0.406423809,-0.504201886,0.015,0.006,1
Srbd1,0.406549055,-0.300980799,0.045,0.028,1
Nox1,0.406578936,0.517552225,0.042,0.033,1
ENSMUSG00000126069,0.406582357,-3.086610201,0.012,0.006,1
ENSMUSG00000137098,0.406654359,1.461397636,0.02,0.03,1
Ctnnbl1,0.406659161,-0.442936962,0.129,0.1,1
Pth2r,0.406767444,0.175391845,0.017,0.008,1
Cnp,0.406806693,0.171469274,0.285,0.271,1
Gm29427,0.406811297,-0.246798135,0.263,0.222,1
Snapin,0.406855881,0.186313744,0.119,0.1,1
Gm38843,0.406891218,0.903786845,0.005,0.014,1
B130024G19Rik,0.40690223,0.191005994,0.067,0.053,1
Shroom2,0.406991948,0.187298132,0.124,0.114,1
4930578G10Rik,0.407122889,-1.743216038,0.015,0.006,1
ENSMUSG00000137215,0.407197295,2.361843645,0.005,0.014,1
Gm44662,0.407242403,-1.697563014,0.015,0.006,1
Dio3,0.407276584,-0.619726837,0.015,0.006,1
Ptcd1,0.407568418,0.725967397,0.03,0.025,1
Plxdc1,0.407637254,-1.67945167,0.015,0.006,1
Gm12976,0.407705341,0.659503848,0.067,0.089,1
Ccl3,0.407733293,-0.628880391,0.015,0.006,1
Gm20735,0.407925849,2.029401395,0.005,0.014,1
Lman2l,0.407965326,-0.256880911,0.132,0.102,1
Pkp2,0.408042863,0.176413513,0.285,0.277,1
Gpn2,0.408151853,0.547722255,0.069,0.058,1
Derl2,0.408204679,-0.30534309,0.127,0.097,1
2810001G20Rik,0.408281951,-0.149203586,0.05,0.033,1
Papln,0.408428987,-0.276964685,0.047,0.03,1
Sap30,0.408436685,0.211182282,0.094,0.08,1
Creb5,0.408522673,-1.040803017,0.047,0.03,1
Dhdh,0.408541398,-1.354439931,0.04,0.025,1
Fam136a,0.408559096,-1.041899474,0.06,0.042,1
Calhm6,0.408575012,1.937566372,0.005,0.014,1
Trappc11,0.40861636,0.387853197,0.074,0.069,1
Gdap1l1,0.408627531,-1.662892841,0.015,0.006,1
Prap1,0.408723862,-0.950961854,0.015,0.006,1
Pitpnm2,0.408751639,-0.306013012,0.136,0.105,1
Bak1,0.408787771,0.749170941,0.062,0.078,1
Csf2rb,0.408953896,-0.89535287,0.027,0.014,1
ENSMUSG00000140784,0.409010441,-1.987407803,0.017,0.011,1
ENSMUSG00000132124,0.409044742,0.54373884,0.06,0.08,1
Tmed7,0.409046076,-0.393135698,0.089,0.064,1
Omp,0.409140427,0.611460285,0.005,0.014,1
ENSMUSG00000134433,0.409156313,-0.352160976,0.06,0.069,1
ENSMUSG00000128834,0.409194756,-0.300232008,0.055,0.036,1
Gm49387,0.409357921,0.440731839,0.052,0.042,1
Ndc1,0.409425123,-0.51748322,0.06,0.039,1
Gm17023,0.409429816,-0.742135123,0.027,0.014,1
Ipo11,0.409432209,-0.353172803,0.124,0.094,1
Dcun1d2,0.409531254,0.177208691,0.037,0.028,1
Kif26b,0.409647132,0.107475625,0.171,0.158,1
Gm38883,0.409652096,-0.690961286,0.072,0.064,1
Tln2,0.409826917,0.43573491,0.092,0.091,1
Med20,0.409926554,0.134643366,0.067,0.05,1
Gm49774,0.409964641,-0.425007771,0.136,0.122,1
Zfand4,0.410272954,0.44708841,0.134,0.144,1
Gm31266,0.410477565,-0.761481678,0.015,0.006,1
Slc41a2,0.410498175,0.660764791,0.042,0.036,1
Pon1,0.410546296,0.442018927,0.127,0.13,1
Rccd1,0.410647648,-0.155526578,0.176,0.144,1
ENSMUSG00000123070,0.410705305,0.904693745,0.042,0.044,1
Plppr3,0.410781113,-0.527212031,0.055,0.036,1
1700093J21Rik,0.410962958,-1.684800116,0.015,0.006,1
Lgsn,0.411108518,-0.689041011,0.01,0.003,1
Gm44777,0.411137665,0.474578925,0.072,0.069,1
Cd34,0.411149015,0.164259116,0.045,0.033,1
Las1l,0.411252195,0.162817606,0.122,0.111,1
ENSMUSG00000141878,0.411277933,-2.037669762,0.015,0.006,1
Trmt2a,0.41139972,0.806669986,0.047,0.061,1
Gm50433,0.411406778,-0.41069419,0.015,0.006,1
Lppos,0.411441232,-0.423619341,0.102,0.075,1
Ttll1,0.411452966,0.947855831,0.042,0.058,1
ENSMUSG00000140893,0.411469717,0.386091446,0.03,0.019,1
2900093K20Rik,0.41168809,0.124909017,0.047,0.033,1
Mcat,0.411820514,-0.619882653,0.072,0.058,1
ENSMUSG00000137794,0.411824768,-0.4495355,0.01,0.003,1
Zfp46,0.412025712,-0.82415233,0.057,0.039,1
Gm37280,0.41210113,-1.927963974,0.017,0.008,1
ENSMUSG00000130232,0.412162999,0.748513899,0.005,0.014,1
Gm26737,0.412260234,-0.327090657,0.06,0.039,1
Kdm1b,0.412266098,0.317274062,0.065,0.053,1
Tspyl1,0.412412002,-0.14766978,0.087,0.064,1
Foxa3,0.412472191,-0.684515915,0.027,0.014,1
Gm16272,0.412553958,-0.291980665,0.074,0.053,1
Gm41541,0.412581686,-1.738515201,0.015,0.006,1
Krt36,0.412729054,-0.741055911,0.01,0.003,1
Gpr137b,0.412791182,0.863058878,0.047,0.064,1
Cc2d1a,0.412807904,0.242408068,0.084,0.111,1
Gm1647,0.412814119,0.578380223,0.015,0.008,1
Dexi,0.412950557,-0.503685665,0.144,0.114,1
Has2,0.413013739,1.736467176,0.005,0.014,1
Cdk5r1,0.413104543,-0.275777791,0.047,0.03,1
Lgalsl,0.413284527,-0.678943977,0.042,0.025,1
Iglc2,0.413287227,-1.160223699,0.035,0.019,1
Tph2,0.413290239,-0.373042675,0.01,0.003,1
Usp25,0.413306035,-0.117886349,0.273,0.235,1
Il1bos,0.413374169,2.052629605,0.005,0.014,1
Hsh2d,0.413441781,-0.477149543,0.124,0.094,1
Tlr13,0.413470435,-0.4456918,0.015,0.006,1
Gm32742,0.413544496,-1.038880644,0.027,0.014,1
Dkk2,0.413563001,-2.72189282,0.012,0.006,1
ENSMUSG00000137003,0.413587477,-2.361697418,0.01,0.003,1
Gm11431,0.413622582,-2.609555818,0.01,0.003,1
Capn1,0.41376848,0.431770139,0.099,0.094,1
ENSMUSG00000138522,0.413796106,0.357315499,0.017,0.008,1
Dcaf10,0.413902063,0.129650379,0.129,0.111,1
Glcci1,0.41401812,-1.081674739,0.035,0.019,1
ENSMUSG00000125521,0.414109668,0.973330414,0.03,0.044,1
Gm13855,0.414193859,-0.848330245,0.042,0.025,1
Mtmr4,0.414210144,0.310909482,0.045,0.033,1
Gm32443,0.414229752,-1.472252383,0.017,0.017,1
Gm20163,0.414307303,-0.455939704,0.042,0.025,1
E230025N22Rik,0.414384909,0.334484508,0.109,0.097,1
9830144P21Rik,0.41446174,-0.256576319,0.022,0.011,1
Ccdc96,0.414521289,-0.273825734,0.236,0.197,1
ENSMUSG00000132266,0.414620486,2.009099972,0.007,0.017,1
Pelp1,0.414838851,0.546113186,0.062,0.069,1
Mybbp1a,0.415015043,0.328129665,0.164,0.172,1
Gm56812,0.41501877,-0.277329913,0.032,0.042,1
Hars1,0.415068051,0.179813879,0.129,0.122,1
Gys1,0.415085309,-0.138649382,0.3,0.258,1
Fam187b,0.415134521,-0.999194091,0.047,0.03,1
Fam149a,0.415139613,0.377153192,0.189,0.211,1
Gm41168,0.415185551,-1.05121083,0.01,0.003,1
Apobec4,0.415273249,-1.079727085,0.037,0.022,1
ENSMUSG00000134766,0.415275843,-0.831076029,0.015,0.006,1
Gm41290,0.41531531,-0.864886857,0.015,0.006,1
Vmn2r1,0.415366143,0.548195182,0.005,0.014,1
L2hgdh,0.415374879,-0.832968041,0.057,0.039,1
Gfra1,0.415381948,-0.375543519,0.149,0.116,1
Rabep2,0.415441773,0.743208857,0.072,0.094,1
Col27a1,0.415526463,0.337391198,0.285,0.316,1
Apoc1,0.41556143,-0.169332369,0.067,0.047,1
Zxdb,0.415687976,-1.103650328,0.04,0.025,1
ENSMUSG00000140269,0.415698129,-0.514429791,0.015,0.006,1
1700086O06Rik,0.415770079,-0.581305526,0.015,0.006,1
ENSMUSG00000124323,0.41580901,1.874359837,0.005,0.014,1
Pex26,0.415917587,1.750551215,0.01,0.019,1
Cyp39a1,0.416082178,0.826212466,0.052,0.047,1
Gm9750,0.416119568,-0.618924847,0.035,0.019,1
Zbtb38,0.416189152,0.15969578,0.208,0.199,1
AI197445,0.416219592,-0.86199057,0.027,0.014,1
Rflnb,0.416277434,0.591625935,0.057,0.08,1
Maats1os,0.41630995,-0.698830474,0.027,0.014,1
Gm14302,0.416348413,0.956957061,0.005,0.014,1
Commd8,0.416426913,0.492820773,0.055,0.047,1
Atg16l2,0.416471527,0.88120458,0.035,0.036,1
Saa3,0.416503869,-1.259343904,0.027,0.014,1
Deup1,0.416557367,0.59993152,0.097,0.114,1
ENSMUSG00000141548,0.416587924,-2.322442278,0.01,0.003,1
Zfp329,0.416687683,0.867715638,0.025,0.017,1
ENSMUSG00000123590,0.416800161,-1.791476455,0.015,0.006,1
Cxxc5,0.416908102,0.369396814,0.194,0.199,1
Ccr5,0.416987681,0.639268418,0.005,0.014,1
Crb1,0.417025187,-2.407285333,0.01,0.003,1
Vangl2,0.417078496,-0.726606704,0.015,0.006,1
Thrsp,0.417132586,-1.692369539,0.015,0.006,1
Gm56727,0.417234229,-0.948781735,0.052,0.033,1
Trpm3,0.417253879,-0.342533319,0.072,0.05,1
Otof,0.417427809,-0.905429585,0.035,0.019,1
ENSMUSG00000143592,0.417461765,0.623715369,0.042,0.033,1
Zfp426,0.417557004,0.587512706,0.057,0.044,1
Hao1,0.417641869,-1.854690308,0.015,0.006,1
Tigar,0.417705194,1.419876616,0.02,0.017,1
ENSMUSG00000143766,0.417884637,0.686794991,0.012,0.025,1
Gm17690,0.417992894,-0.909433273,0.035,0.019,1
Tub,0.418097112,-1.498248982,0.015,0.006,1
Cabyr,0.4183112,-0.869223887,0.06,0.044,1
ENSMUSG00000121669,0.418337767,-0.574624031,0.035,0.019,1
Gm49980,0.418352143,1.470534139,0.02,0.033,1
Gm45447,0.418394419,-1.528308576,0.015,0.006,1
Exo5,0.418435056,-1.105561918,0.027,0.014,1
Sarm1,0.418454216,0.206951859,0.027,0.017,1
ENSMUSG00000127824,0.418576557,-0.842161175,0.01,0.003,1
Tmem220,0.418748192,0.263676159,0.062,0.053,1
Nptxr,0.41877528,0.225940914,0.042,0.03,1
Mat2b,0.418911226,-0.688191448,0.109,0.083,1
ENSMUSG00000133468,0.41893387,-0.576687403,0.015,0.006,1
ENSMUSG00000122949,0.418965387,-1.02416736,0.027,0.014,1
Slc8b1,0.418967129,-0.421466321,0.102,0.075,1
Ntn1,0.419008043,0.950595597,0.027,0.025,1
Kif19b,0.419043292,-1.0479524,0.045,0.03,1
Mir670hg,0.419099381,-2.157195767,0.01,0.003,1
Crygn,0.419228559,-0.839657672,0.015,0.006,1
Slc44a5,0.419286724,-0.186110659,0.047,0.03,1
Nop16,0.419301989,0.161512821,0.069,0.053,1
Phgdh,0.419446251,0.560863723,0.032,0.022,1
ENSMUSG00000136277,0.419630873,-1.102922679,0.015,0.006,1
Lyplal1,0.419767821,-1.091822413,0.027,0.014,1
Gm56759,0.419774734,-1.799904773,0.015,0.006,1
ENSMUSG00000125724,0.419815429,-2.337386743,0.01,0.003,1
Nagpa,0.419819814,1.63044467,0.005,0.014,1
Plpp6,0.420001494,-0.945564802,0.027,0.014,1
ENSMUSG00000133770,0.420070386,-0.324357114,0.082,0.058,1
Ramac,0.420103192,0.244420582,0.166,0.158,1
Norad,0.420116454,0.437030991,0.122,0.136,1
ENSMUSG00000126242,0.420389152,1.085100684,0.025,0.042,1
Gm49405,0.420394298,-0.539271857,0.035,0.019,1
Phka2,0.420648617,-0.34481774,0.092,0.066,1
Rpp30,0.42068195,-0.202708718,0.022,0.011,1
Ssmem1,0.420722407,-2.6269555,0.01,0.003,1
Cdc14b,0.420802368,0.101404376,0.097,0.08,1
Dtwd2,0.420842022,1.606998192,0.005,0.014,1
Plekhb1,0.420881492,0.200817219,0.375,0.355,1
Wdr55,0.421001406,0.635971809,0.05,0.042,1
Cnnm2,0.421004812,0.135636575,0.171,0.161,1
ENSMUSG00000134826,0.421070931,-0.860121512,0.027,0.014,1
Rab42,0.421085326,-0.798388683,0.015,0.006,1
Masp2,0.421142493,-1.028599193,0.027,0.014,1
Kcnn1,0.421353006,-1.521590952,0.025,0.014,1
Psmg2,0.421371416,0.739406263,0.06,0.064,1
Manba,0.421405986,-0.128406195,0.179,0.15,1
ENSMUSG00000128737,0.421408308,-0.784219429,0.027,0.014,1
Rmdn3,0.421424308,-0.668768402,0.122,0.102,1
Fbxo15,0.421781267,-1.00866853,0.027,0.014,1
Cd247,0.421781605,0.764016187,0.045,0.064,1
9430060I03Rik,0.421802791,-0.965567802,0.027,0.014,1
L3mbtl3,0.421871625,-1.829353436,0.03,0.022,1
ENSMUSG00000129195,0.421902228,-1.122434207,0.027,0.014,1
Uevld,0.421949638,-0.751978476,0.027,0.014,1
Gm45515,0.421967908,-0.898366131,0.015,0.006,1
Inhbb,0.421974126,0.282142997,0.067,0.055,1
Nampt,0.422174541,0.400907109,0.186,0.208,1
Nnmt,0.422199254,-0.754984255,0.035,0.019,1
Tgfbr1,0.422303308,-0.198675841,0.104,0.08,1
Gm49953,0.422307929,-1.398880744,0.015,0.006,1
Pex12,0.422572417,-1.080478186,0.037,0.025,1
4632411P08Rik,0.42257314,-1.502101062,0.015,0.006,1
Usp15,0.422619901,0.106723888,0.176,0.158,1
ENSMUSG00000139411,0.422674775,0.441997855,0.027,0.019,1
Gm57013,0.422731922,-2.002290697,0.015,0.006,1
Nkapl,0.422768629,-0.464723359,0.037,0.022,1
Tns2,0.422783056,-0.191017688,0.127,0.097,1
Tbx21,0.422835185,0.160139956,0.035,0.022,1
Rtcb,0.422929126,0.141886287,0.203,0.191,1
ENSMUSG00000133807,0.423129746,-1.447848369,0.015,0.006,1
Phkb,0.423268017,-0.100118269,0.161,0.139,1
Gm15912,0.42327001,-1.722797427,0.015,0.006,1
4930513N10Rik,0.423301502,0.806118671,0.005,0.014,1
Anp32e,0.423326174,-0.188147981,0.206,0.172,1
Gpn1,0.423392424,0.882258365,0.057,0.066,1
Majin,0.423394457,0.720877812,0.012,0.025,1
Cyb5rl,0.423534655,0.319648481,0.072,0.055,1
ENSMUSG00000131054,0.423580867,-0.667443989,0.01,0.003,1
ENSMUSG00000143678,0.423610746,-0.900691493,0.035,0.019,1
1700041C23Rik,0.423641296,-1.395816403,0.015,0.006,1
Aspa,0.423662291,0.1024976,0.169,0.161,1
Ttll2,0.423678231,1.717162548,0.005,0.014,1
Hunk,0.423746902,0.396353582,0.012,0.025,1
Zfp113,0.423867263,-0.669064265,0.035,0.019,1
Dcaf1,0.42387195,-0.430326616,0.161,0.139,1
Pi4k2b,0.423877757,0.156277551,0.169,0.147,1
Arrb2,0.42389616,-1.493701595,0.015,0.006,1
Sdhaf1,0.423977476,0.925801956,0.04,0.044,1
Pcdh19,0.424035525,-0.645200025,0.01,0.003,1
Gm47868,0.424038757,-0.692991367,0.035,0.019,1
Rnaset2b,0.424047397,0.109926333,0.28,0.26,1
ENSMUSG00000132411,0.424066937,1.936065799,0.005,0.014,1
ENSMUSG00000122369,0.424086552,2.303786211,0.007,0.017,1
ENSMUSG00000142059,0.424272653,-0.657780938,0.022,0.011,1
Csmd3,0.424309672,-0.260881138,0.01,0.019,1
Hipk2,0.424518681,-0.263902316,0.213,0.177,1
Slc34a1,0.424627262,-2.324187075,0.01,0.003,1
Sharpin,0.424674624,-0.228899833,0.119,0.091,1
ENSMUSG00000121727,0.424739478,-0.232190012,0.077,0.055,1
Tektip1,0.424772508,-0.180037657,0.221,0.183,1
Nae1,0.424849962,-0.605142637,0.102,0.078,1
E230001N04Rik,0.424852924,1.103515881,0.005,0.014,1
Rcor1,0.424927409,0.227081376,0.233,0.224,1
ENSMUSG00000137055,0.425025162,-1.532649598,0.015,0.006,1
Gm11536,0.425051671,-0.891077066,0.015,0.006,1
Rnf186,0.425175184,-0.687701994,0.079,0.066,1
ENSMUSG00000138251,0.425216164,-1.582888928,0.015,0.006,1
ENSMUSG00000127298,0.425241048,-0.678451801,0.065,0.044,1
Cpn1,0.425400891,-1.434616475,0.015,0.006,1
Tmco2,0.425409858,-0.896932104,0.015,0.006,1
ENSMUSG00000142543,0.425549552,0.399091159,0.04,0.03,1
Bop1,0.42564919,-0.570140665,0.099,0.075,1
ENSMUSG00000130134,0.42576425,-1.460535002,0.025,0.014,1
Snx10,0.425775429,0.270280513,0.072,0.058,1
ENSMUSG00000122915,0.425866236,-1.400836083,0.022,0.011,1
ENSMUSG00000127724,0.425898745,-0.922355716,0.015,0.006,1
5730480H06Rik,0.425974398,0.288225973,0.05,0.069,1
Gm26912,0.42604334,0.915325375,0.005,0.014,1
ENSMUSG00000125330,0.426160538,-2.124946458,0.01,0.003,1
Rtl6,0.426183181,0.578716176,0.012,0.025,1
ENSMUSG00000135487,0.426354242,-1.695850838,0.025,0.014,1
Calhm5,0.426370083,-1.945969854,0.015,0.006,1
Gm56837,0.426415707,-0.529410307,0.01,0.003,1
ENSMUSG00000141183,0.426426032,1.469743902,0.012,0.025,1
Vmn1r66,0.426495878,-2.152548242,0.01,0.003,1
Gm49601,0.426518064,2.031148267,0.01,0.011,1
Alms1,0.426526182,0.196224266,0.243,0.244,1
Fen1,0.426530783,-1.209050264,0.03,0.017,1
ENSMUSG00000134382,0.426532334,-2.048342138,0.015,0.006,1
Gm50163,0.426626388,0.202606451,0.117,0.108,1
ENSMUSG00000122964,0.426717013,1.079873746,0.032,0.047,1
Cacnb2,0.426830066,0.304395863,0.069,0.055,1
Clk3,0.426868084,0.219531998,0.156,0.152,1
Nr2c2ap,0.426901447,0.206439065,0.109,0.094,1
Blvra,0.426910724,-0.293704167,0.094,0.069,1
4930449E18Rik,0.426979939,1.606639141,0.005,0.014,1
ENSMUSG00000141626,0.42699752,1.112092887,0.005,0.014,1
Gm15326,0.42703602,-2.105867778,0.01,0.003,1
Acvr2b,0.42703959,-0.3148443,0.057,0.039,1
Hnf4g,0.427059415,-1.81478103,0.017,0.008,1
Zfp689,0.427081699,0.351550445,0.03,0.019,1
Riox2,0.427169226,0.14940889,0.062,0.047,1
ENSMUSG00000125917,0.427218563,-1.094152532,0.015,0.006,1
Gm57159,0.427244992,-1.610762267,0.015,0.006,1
Irx3,0.42724773,0.343874135,0.211,0.213,1
ENSMUSG00000128871,0.427258076,-2.444216881,0.01,0.003,1
Gm47200,0.42729164,-1.25476894,0.03,0.017,1
Gm13049,0.427334162,-2.009836503,0.01,0.003,1
Ankk1,0.427367008,-0.577478952,0.072,0.05,1
Apol6,0.427518173,-2.514158821,0.01,0.003,1
ENSMUSG00000132539,0.427611083,-2.221277233,0.01,0.003,1
Adcy6,0.427789566,0.416106608,0.107,0.1,1
ENSMUSG00000137431,0.427790967,1.267346993,0.022,0.017,1
Rnf39,0.42797105,1.048051045,0.012,0.025,1
ENSMUSG00000139556,0.427990113,-1.311665827,0.015,0.006,1
Tmem45a,0.427995134,-1.038753924,0.015,0.006,1
ENSMUSG00000124614,0.427997104,1.454621067,0.005,0.014,1
Igip,0.428035373,-1.534349094,0.015,0.006,1
ENSMUSG00000143744,0.428070911,-2.134504134,0.01,0.003,1
Chmp4c,0.428106166,-0.292909358,0.092,0.066,1
ENSMUSG00000144146,0.428143101,-0.95417871,0.015,0.006,1
Gm15991,0.428149,-0.602726414,0.01,0.003,1
Misp3,0.428150219,0.85580231,0.005,0.014,1
Phf2os1,0.428166285,-0.334611383,0.01,0.003,1
Ccdc142os,0.428167464,0.71004026,0.032,0.028,1
ENSMUSG00000124509,0.428192978,-0.397666514,0.01,0.003,1
Wdr7,0.428202625,-0.303995215,0.263,0.247,1
Gm45711,0.428272801,-2.296855682,0.01,0.003,1
ENSMUSG00000140399,0.42827603,-0.94954104,0.015,0.006,1
Dcps,0.428464595,-0.457698071,0.154,0.122,1
Map3k4,0.428512802,0.453840162,0.097,0.108,1
Gm44148,0.428523136,-1.397846374,0.015,0.006,1
Smap2,0.428733598,0.223804528,0.238,0.247,1
Accsl,0.428797933,-2.083168728,0.01,0.003,1
Guca1b,0.428799868,0.29613941,0.007,0.017,1
ENSMUSG00000135836,0.428844183,0.102716233,0.102,0.086,1
ENSMUSG00000133330,0.428868484,-1.768741865,0.01,0.003,1
Hlcs,0.428876673,-0.437224464,0.114,0.086,1
Car5b,0.428913865,-0.674362932,0.047,0.044,1
E230029C05Rik,0.429078465,0.337855103,0.122,0.116,1
Camkk1,0.429112347,-1.288235245,0.015,0.006,1
Dennd10,0.429367955,0.135571293,0.06,0.042,1
Ly6g6f,0.429382899,-0.724767204,0.022,0.011,1
ENSMUSG00000139889,0.429410318,0.977306016,0.005,0.014,1
H2-DMb2,0.429444632,-1.501858423,0.015,0.006,1
Ccdc168,0.429497319,1.541310698,0.005,0.014,1
Gm17057,0.429502328,-1.276458347,0.015,0.006,1
Ccdc113,0.429524424,0.1243799,0.663,0.645,1
ENSMUSG00000136800,0.429546041,-2.113188292,0.01,0.003,1
ENSMUSG00000126190,0.429563371,1.363408396,0.005,0.014,1
Cd2bp2,0.429570759,0.765713558,0.074,0.072,1
Aldh18a1,0.42967158,-0.214101396,0.132,0.102,1
Homer1,0.429689628,-0.358211864,0.127,0.097,1
ENSMUSG00000137486,0.429707619,-1.338219253,0.015,0.006,1
Rab10os,0.429803617,0.531020559,0.099,0.097,1
Cldn18,0.429810156,-0.766206581,0.062,0.042,1
Cntnap5b,0.429819844,-1.426783437,0.015,0.006,1
Gm40477,0.43003721,-1.238655674,0.015,0.006,1
ENSMUSG00000142283,0.43006727,-1.099060852,0.015,0.006,1
Gm45349,0.43014716,-1.680002559,0.015,0.006,1
Gm34934,0.43024456,-1.952426355,0.01,0.003,1
Gm15718,0.430393328,0.449928512,0.015,0.028,1
Irgq,0.430397947,0.413948385,0.102,0.114,1
Hsdl2,0.430446613,-0.155174219,0.094,0.072,1
ENSMUSG00000125876,0.430446762,1.674014799,0.005,0.014,1
Reg3d,0.430468046,-1.24210024,0.015,0.006,1
ENSMUSG00000136848,0.43049915,-1.417871172,0.015,0.006,1
ENSMUSG00000141940,0.430599047,-1.281452445,0.015,0.006,1
E030042O20Rik,0.430621271,-0.366249115,0.052,0.033,1
Sh3yl1,0.430672183,-0.340012101,0.092,0.066,1
Abcb7,0.430681361,0.370791488,0.129,0.125,1
ENSMUSG00000137707,0.430715034,-0.166730064,0.119,0.097,1
Cybb,0.430733672,-1.179374013,0.015,0.006,1
Gm28913,0.430850906,-1.748845153,0.01,0.003,1
ENSMUSG00000131184,0.430854284,1.405971226,0.005,0.014,1
Gm50341,0.430880949,-3.229852008,0.01,0.003,1
ENSMUSG00000122820,0.430905876,1.193581088,0.005,0.014,1
Gm52698,0.430924633,-0.120159488,0.146,0.116,1
Stk31,0.430992921,1.346304771,0.005,0.014,1
Cpz,0.431021835,-0.51597972,0.01,0.003,1
ENSMUSG00000122168,0.431027331,-1.143724891,0.015,0.006,1
9430069I07Rik,0.431035415,-1.976438001,0.01,0.003,1
ENSMUSG00000131464,0.431077962,-1.230470126,0.015,0.006,1
ENSMUSG00000131267,0.431142322,-2.045911871,0.01,0.003,1
Prelid3a,0.431147596,-1.113253815,0.015,0.006,1
ENSMUSG00000136836,0.43116662,-1.821041171,0.01,0.003,1
Uqcc6,0.431204718,-0.305946928,0.089,0.066,1
ENSMUSG00000139543,0.431253902,-1.372099395,0.015,0.006,1
Slc12a3,0.431270284,-1.107223921,0.015,0.006,1
ENSMUSG00000132256,0.431288835,1.24887093,0.005,0.014,1
Gapdhs,0.431343438,-0.92986806,0.015,0.006,1
2310022B05Rik,0.431366744,-0.27206638,0.047,0.03,1
ENSMUSG00000137863,0.431371521,1.070873383,0.005,0.014,1
ENSMUSG00000123374,0.43139585,1.094166445,0.005,0.014,1
Gm16096,0.431447984,-1.147013404,0.015,0.006,1
Slc2a4,0.431530163,-1.008448774,0.015,0.006,1
Radil,0.43161595,-1.239403794,0.015,0.006,1
Klk8,0.43163178,1.394275194,0.005,0.014,1
Timm17b,0.431674505,-0.336703507,0.211,0.175,1
ENSMUSG00000131004,0.431690168,1.553392234,0.005,0.014,1
Nek6,0.431691282,0.12781327,0.06,0.044,1
Bco1,0.431724788,-0.803717229,0.01,0.003,1
Gm42869,0.431756119,-1.174566526,0.015,0.006,1
Gm12714,0.43176112,-1.205460875,0.015,0.006,1
ENSMUSG00000136351,0.431788808,1.159313354,0.03,0.03,1
Rad1,0.431832918,-1.158849901,0.015,0.006,1
ENSMUSG00000131479,0.431867451,-1.155108962,0.015,0.006,1
Gm12144,0.43190694,-1.236683262,0.015,0.006,1
ENSMUSG00000124384,0.431936676,-1.165979535,0.015,0.006,1
Hpx,0.431950694,-1.284954655,0.015,0.006,1
Itgad,0.431966833,-0.986487991,0.015,0.006,1
ENSMUSG00000127973,0.431996736,-1.570420556,0.015,0.006,1
Gm16246,0.431998231,-1.145524465,0.015,0.006,1
ENSMUSG00000124589,0.432004635,-1.043385769,0.015,0.006,1
ENSMUSG00000134271,0.43201169,-2.001633679,0.01,0.003,1
Gm10353,0.432013888,-1.106148388,0.015,0.006,1
Irag1,0.432016576,-1.057553497,0.015,0.006,1
Gm28374,0.432022411,-1.297119359,0.015,0.006,1
ENSMUSG00000143005,0.432036349,-2.203663235,0.01,0.003,1
Cidea,0.432170826,0.337414781,0.129,0.139,1
ENSMUSG00000125716,0.432193682,1.441087278,0.005,0.014,1
Sv2c,0.432209575,1.22186599,0.005,0.014,1
Gm30270,0.432217205,1.577320693,0.005,0.014,1
A930007A09Rik,0.432276958,0.730593771,0.012,0.025,1
ENSMUSG00000130316,0.432334207,-1.255918561,0.03,0.017,1
Zfp473,0.432529964,-1.110137355,0.01,0.003,1
Gm31406,0.432542449,-0.605548428,0.01,0.003,1
Nlgn1,0.432616799,-1.940353576,0.017,0.008,1
Gba2,0.432729746,0.976659972,0.032,0.028,1
Gm51903,0.432732398,1.093787617,0.012,0.025,1
Sppl2b,0.432735517,0.255814481,0.174,0.166,1
Sh3bgr,0.43274315,0.409669806,0.037,0.022,1
Ppp1r7,0.43279063,-0.149142506,0.179,0.147,1
Pter,0.432938975,-1.90243931,0.01,0.003,1
ENSMUSG00000122321,0.432970744,-2.149761287,0.01,0.003,1
Zfp641,0.433053232,-0.884079437,0.022,0.011,1
Cryba1,0.433072293,-0.789178334,0.01,0.003,1
ENSMUSG00000134001,0.433163479,-1.067282991,0.037,0.022,1
Gm29247,0.433216411,-2.003246445,0.01,0.003,1
